publication_type,author,book_authors,group_authors,book_group_authors,researcher_id_number,orcid_identifier,editors,title,funding_text,part_number,patent_assignee,publication_name,book_series_title,book_series_subtitle,volume,issue,special_issue,meeting_abstract,beginning_page,ending_page,article_number,digital_object_identifier,book_digital_object_identifier,early_access_date,supplement,publication_date,published_year,abstract,conference_title,conference_date,conference_sponsor,conference_location,wos_core_collection_times_cited_count,total_times_cited_count,issn,electronic_issn,international_standard_book_number,accession_number,pubmed_id
J,"Zank, S.; Avila, J. V. C.; Hanazaki, N.",,,,,,,The forest gives us health: relationships between environmental health and human health in Maroon communities of Santa Catarina.,Compreendendo a relacao entre saude do ambiente e saude humana em comunidades Quilombolas de Santa Catarina,,,Revista Brasileira de Plantas Medicinais,,,18,1,,,157,167,,10.1590/1983-084X/15_142,,,,JAN-MAR 2016,2016,"In this article we investigate the relationship between human health and environmental health in maroon communities of Santa Catarina, analyzing the health situation of these communities, the perceptions of elements that influence human health, medicinal plants known and mapping environments that bring health benefits. We conducted interviews and free-listing of medicinal plants with 184 adults (63 in Morro do Fortunato, 65 em Santa Cruz and 56 in Aldeia), and a community meeting for the realization of participatory mapping in each community. Maroon communities realize diverse influences on health, and the elements of care with the body were the most cited. The quality of the water/air and recreation/leisure were the most recognized benefits of forests to human health. 152 species of medicinal plants have been identified, and the most cited species are cultivated plants and/or occurring spontaneously near the houses. The mapping of environmental services reveals priority areas for health, which are located in forests and near the water bodies, emphasizing the importance of conserving these places and build strategies to ensure access to them by communities.",,,,,6,6,1516-0572,,,BCI:BCI201700433478,
J,"Mijatovic, D.; Tazza, P.",,,,,,,Landscapes for agrobiodiversity: agrobiodiversity perspectives in land-use decisions.,,,,Landscapes for agrobiodiversity: agrobiodiversity perspectives in land-use decisions,,,,,,,11 pp.,11 pp.,,,,,,2016,2016,"Landscapes around the world are undergoing simplification due to changing patterns of land use, which can result in a reduction of agrobiodiversity and ecosystem functions. Land-use decisions that take into consideration the experiences of indigenous and rural communities and their management of agrobiodiversity are more likely to sustain delivery of ecosystem services, increase adaptation options and strengthen resilience to climate change. In this booklet, we present the results of an interdisciplinary research project in eight biocultural landscapes undertaken by the Platform for Agrobiodiversity Research (PAR) in collaboration with local partners and communities from around the world. The aim of the project was to illustrate the importance of including agrobiodiversity in land-use decisions. The project brought together young researchers with different backgrounds, including sociologists, biologists and geographers, with expertise in various areas that were of relevance to this study such as participatory mapping, animal and crop diversity, agroecology and resilience.",,,,,0,0,,,,CABI:20173130913,
J,"Nahuelhual, Laura; Benra Ochoa, Felipe; Rojas, Fernanda; Ignacio Diaz, G.; Carmona, Alejandra",,,,,"Benra, Felipe/0000-0003-2189-2186",,Mapping social values of ecosystem services: What is behind the map?,,,,ECOLOGY AND SOCIETY,,,21,3,,,,,24,10.5751/ES-08676-210324,,,,2016,2016,"A growing interest in mapping the social value of ecosystem services (ES) is not yet methodologically aligned with what is actually being mapped. We critically examine aspects of the social value mapping process that might influence map outcomes and limit their practical use in decision making. We rely on an empirical case of participatory mapping, for a single ES (recreation opportunities), which involves diverse stakeholders such as planners, researchers, and community representatives. Value elicitation relied on an individual open-ended interview and a mapping exercise. Interpretation of the narratives and GIS calculations of proximity, centrality, and dispersion helped in exploring the factors driving participants' answers. Narratives reveal diverse value types. Whereas planners highlighted utilitarian and aesthetic values, the answers from researchers revealed naturalistic values as well. In turn community representatives acknowledged symbolic values. When remitted to the map, these values were constrained to statements toward a much narrower set of features of the physical (e.g., volcanoes) and built landscape (e.g., roads). The results suggest that mapping, as an instrumental approach toward social valuation, may capture only a subset of relevant assigned values. This outcome is the interplay between participants' characteristics, including their acquaintance with the territory and their ability with maps, and the mapping procedure itself, including the proxies used to represent the ES and the value typology chosen, the elicitation question, the cartographic features displayed on the base map, and the spatial scale.",,,,,14,16,1708-3087,,,WOS:000385720400030,
J,"Luizza, Matthew W.; Wakie, Tewodros; Evangelista, Paul H.; Jarnevich, Catherine S.",,,,,,,"Integrating local pastoral knowledge, participatory mapping, and species distribution modeling for risk assessment of invasive rubber vine (Cryptostegia grandiflora) in Ethiopia's Afar region",,,,ECOLOGY AND SOCIETY,,,21,1,,,,,22,10.5751/ES-07988-210122,,,,2016,2016,"The threats posed by invasive plants span ecosystems and economies worldwide. Local knowledge of biological invasions has proven beneficial for invasive species research, but to date no work has integrated this knowledge with species distribution modeling for invasion risk assessments. In this study, we integrated pastoral knowledge with Maxent modeling to assess the suitable habitat and potential impacts of invasive Cryptostegia grandiflora Robx. Ex R. Br. (rubber vine) in Ethiopia's Afar region. We conducted focus groups with seven villages across the Amibara and Awash-Fentale districts. Pastoral knowledge revealed the growing threat of rubber vine, which to date has received limited attention in Ethiopia, and whose presence in Afar was previously unknown to our team. Rubber vine occurrence points were collected in the field with pastoralists and processed in Maxent with MODIS-derived vegetation indices, topographic data, and anthropogenic variables. We tested model fit using a jackknife procedure and validated the final model with an independent occurrence data set collected through participatory mapping activities with pastoralists. A Multivariate Environmental Similarity Surface analysis revealed areas with novel environmental conditions for future targeted surveys. Model performance was evaluated using area under the receiver-operating characteristic curve (AUC) and showed good fit across the jackknife models (average AUC = 0.80) and the final model (test AUC = 0.96). Our results reveal the growing threat rubber vine poses to Afar, with suitable habitat extending downstream of its current known location in the middle Awash River basin. Local pastoral knowledge provided important context for its rapid expansion due to acute changes in seasonality and habitat alteration, in addition to threats posed to numerous endemic tree species that provide critical provisioning ecosystem services. This work demonstrates the utility of integrating local ecological knowledge with species distribution modeling for early detection and targeted surveying of recently established invasive species.",,,,,11,13,1708-3087,,,WOS:000373935100009,
J,"Bas Ventin, Leticia; de Souza Troncoso, Jesus; Villasante, Sebastian",,,,"Troncoso, Jesus S/L-1823-2017","Troncoso, Jesus S/0000-0002-7305-6879; VILLASANTE, SEBASTIAN/0000-0001-6296-4479",,Towards adaptive management of the natural capital: Disentangling trade-offs among marine activities and seagrass meadows,,,,MARINE POLLUTION BULLETIN,,,101,1,,,29,38,,10.1016/j.marpolbul.2015.11.031,,,,DEC 15 2015,2015,"This paper investigates the ecological, social and institutional dimensions of the synergies and trade-offs between seagrasses and human activities operating in the Natura 2000 protected site of San Simon Bay (Galicia, NW Spain). By means of a multidisciplinary approach that brings together the development of a biological inventory combined with participatory mapping processes we get key spatial and contextual understanding regarding how, where and why marine users interact with seagrasses and how seagrasses are considered in policy making. The results highlight the fisheries' reliance on seagrass meadows and the controversial links with shellfisheries. The study also reveals unresolved conflicts among those management plans that promote the protection of natural values and those responsible for the exploitation of marine resources. We conclude that the adoption of preplanning bottom-up participatory processes is crucial for the design of realistic strategies where both seagrasses and human activities were considered as a couple system. (C) 2015 Elsevier Ltd. All rights reserved.",,,,,5,7,0025-326X,1879-3363,,WOS:000367630700016,26589639
J,"Baker, Tracy J.; Cullen, Beth; Debevec, Liza; Abebe, Yenenesh",,,,,"Debevec, Liza/0000-0001-6757-7435",,A socio-hydrological approach for incorporating gender into biophysical models and implications for water resources research,,,,APPLIED GEOGRAPHY,,,62,,,,325,338,,10.1016/j.apgeog.2015.05.008,,,,Aug-15,2015,"Men and women interact with water resources and landscapes in different ways, and there are frequent criticisms that little research is undertaken across disciplines to address this issue. Biophysical scientists in particular struggle with how to integrate ""gendered"" water uses into models that are necessarily based on prevailing laws and equations that describe the movement of water through the hydrological cycle, independent of social constructs. We explore the challenges faced in developing interdisciplinary and transdisciplinary research approaches and then present a simple yet innovative socio-hydrological approach using participatory three-dimensional maps. As a case study, we describe undertaking this process in Ethiopia where two three-dimensional maps (men's and women's) were separately generated to represent the same 20 km(2) landscape. Mapping results indicated important distinctions in how men and women view landscapes with regard to the number and types of ecosystem services identified. For example, only women identified holy water sites along streams, while men identified twice as many sacred trees on the landscape. There was a clear focus and detailed knowledge about soils among participants in both groups. Maps developed as part of this exercise were successfully used as the principal land use input for the Soil and Water Assessment Tool (SWAT) and results indicate that this is a valid strategy that enhances scientific knowledge and understanding of overall landscapes and ultimately adds value to research for development questions. (C) 2015 The Authors. Published by Elsevier Ltd.",,,,,15,16,0143-6228,1873-7730,,WOS:000360419800031,
J,"Hohenthal, Johanna; Owidi, Emmah; Minoia, Paola; Pellikka, Petri",,,,,"Hohenthal, Johanna/0000-0002-5191-6399; Minoia, Paola/0000-0003-0760-5785",,"Local assessment of changes in water-related ecosystem services and their management: DPASER conceptual model and its application in Taita Hills, Kenya",,,,International Journal of Biodiversity Science Ecosystem Services & Management,,,11,"3, Sp. Iss. SI",,,225,238,,10.1080/21513732.2014.985256,,,,JUL 3 2015,2015,"Fresh water provisioning is a crucial ecosystem service (ES) in the agrarian societies of East Africa. Water resources are highly dependent on several other ES such as the water retention capacity of vegetation and the purification properties of soil. However, ES are constantly challenged by dynamic changes within water-land-vegetation-human relations. Environmental policies usually address immediate anthropic pressures but overlook multiple historical stressors, or drivers'. This article presents a local assessment of changes in the water-related ES in the Taita Hills, Kenya, applying the Drivers, Pressures, Actions, State, Ecosystem services, Responses (DPASER) model, adapted from the Drivers, Pressures, State, Impacts, Responses (DPSIR) framework, boosted with ecosystem services and human actions and combined into a historical perspective. A review of the legislation, interviews, participatory mapping, timelines and focus group discussions were used in data gathering. The results indicate that land demarcation in the 1960s and consequent land privatization have been the main drivers of change in water-related ES, since these determined the prioritization of agricultural production over conservation of forests, wetlands and rivers. This case study shows that the degradation of water-related ES is strongly linked to historical development of land ownership and loss of commonality, and suggests enhancement of inter-sectoral management.",,,,,12,13,2151-3732,2151-3740,,BCI:BCI201500647023,
J,"Beichler, Simone Annerose",,,,,,,Exploring the link between supply and demand of cultural ecosystem services - towards an integrated vulnerability assessment,,,,International Journal of Biodiversity Science Ecosystem Services & Management,,,11,"3, Sp. Iss. SI",,,250,263,,10.1080/21513732.2015.1059891,,,,JUL 3 2015,2015,"Vulnerability studies need to consider changes in the ecological and the social system as well as their interactions. Yet, the link between ecosystem services and the wellbeing of different social groups represents a deficit in research. The presented case study attempts to create a deepened understanding of the social-ecological system as a basis for vulnerability assessment. For this purpose, participatory mapping of cultural ecosystem services (CES) and perceived vulnerability in the urban region of Rostock (Germany) were conducted. A comprehensive approach was developed including the spatial distribution of CES in the urban region, the interrelations between the supply and demand of CES (considering different social factors and the spatial link), as well as an exemplary vulnerability assessment. The case study showed that an application of the participatory mapping approach is valuable in a wide urban region. The evaluation of the link between population wellbeing and CES suggested no differences according to social factors. Concerning the spatial link, different critical distances for individual CES were found. An integrated map of supply and demand was developed showing the supply of districts with CES area, number, and diversity. The final exemplary vulnerability assessment visualized potential changes in CES supply areas and affected districts in the urban region.",,,,,8,12,2151-3732,2151-3740,,BCI:BCI201500647025,
J,"van Oort, Bob; Bhatta, Laxmi Dutt; Baral, Himlal; Rai, Rajesh Kumar; Dhakal, Madhav; Rucevska, Ieva; Adhikari, Ramesh",,,,"van Oort, Bob/J-8617-2016; Rai, Rajesh Kumar Kumar/E-3572-2019; Rai, Rajesh Kumar/ABA-6489-2020","van Oort, Bob/0000-0001-9508-1162; Rai, Rajesh Kumar Kumar/0000-0002-2275-815X; Baral, Himlal/0000-0002-5107-3117",,"Assessing community values to support mapping of ecosystem services in the Koshi river basin, Nepal",,,,ECOSYSTEM SERVICES,,,13,,,,70,80,,10.1016/j.ecoser.2014.11.004,,,,Jun-15,2015,"Human activities and climate change are key factors impacting ecosystem functions and its goods and services, which are important to the livelihoods of mountain communities. In Nepal, community based ecosystem management has been widely adopted as a way to secure local management and empowerment, but local knowledge, perceptions and values of ecosystem change and services are often ignored, and perhaps inadequately understood, in decision-making processes at district or national level. Our objective therefore was to develop a multi-method approach to support mapping of ecosystem services and assessing their local values. Local perceptions of ecosystem use, change and values were identified using participatory mapping, key informant and focus group discussions, and an extensive household survey carried out in the upstream Koshi River basin. Results were cross-validated with scientific literature, statistics and remote sensing data. Key ecosystem services identified are water, agricultural produce, and various forest products, most of which show a declining trend. We demonstrate that the use of different methods and levels of input results in different and complementary types of insights and detail needed for balanced and informed decision-making regarding sustainable management of ESs to secure current and future livelihoods and ecosystem functioning. (C) 2014 Elsevier B.V. All rights reserved",,,,,31,32,2212-0416,,,WOS:000363666400008,
J,"Paudyal, Khan; Baral, Himlal; Burkhard, Benjamin; Bhandari, Santosh P.; Keenan, Rodney J.",,,,"Paudyal, Kiran/X-2917-2019; Bhandari, Santosh/AAL-1993-2020","Paudyal, Kiran/0000-0003-4185-7484; Keenan, Rodney/0000-0002-2804-4975",,Participatory assessment and mapping of ecosystem services in a data-poor region: Case study of community-managed forests in central Nepal,,,,ECOSYSTEM SERVICES,,,13,,,,81,92,,10.1016/j.ecoser.2015.01.007,,,,Jun-15,2015,"Community managed forests (CMF) provide vital ecosystem services (ES) for local communities. However, the status and trend of ES in CMF have riot been assessed in many developing countries because of a lack of appropriate data, tools, appropriate policy or management framework. Using a case study of community managed forested landscape in central Nepal, this paper aims to identify and map priority ES and assess the temporal change in the provision of ES between 1990 and 2013. Semi structured interviews, focus group discussions, Lransect walks and participatory mapping were used to identify and assess priority ES. The results indicated that community forestry has resulted in the substantial restoration of forests on degraded lands over the period of 1990-2013. Local community members and experts consider that this restoration has resulted in a positive impact on various ES beneficial for local, regional, national and international users. Priority ES identified in the study included timber, firewood, freshwater, carbon sequestration, water regulation, soil protection, landscape beauty as well as biodiversity. There were strong variations in the valuation of different ES between local people and experts, between genders and between different status and income classes in the local communities. In general, whereas CMF provide considerable benefits at larger scales, local people have yet to perceive the real value of these different ES provided by their forest management efforts. The study demonstrated that participatory tools, combined with free-access satellite images and repeat photography are suitable approaches to engage local communities in discussions regarding ES and to map and prioritise ES values. (C) 2015 Elsevier B.V. All rights reserved.",,,,,66,68,2212-0416,,,WOS:000363666400009,
J,"Ramirez-Gomez, Sara O. I.; Torres-Vitolas, Carlos A.; Schreckenberg, Kate; Honzak, Miroslav; Cruz-Garcia, Gisella S.; Willcock, Simon; Palacios, Erwin; Perez-Minana, Elena; Verweij, Pita A.; Poppy, Guy M.",,,,"; Verweij, Pita/H-3450-2011; Schreckenberg, Kate/K-4967-2012","Torres Vitolas, Carlos Alberto/0000-0002-5441-7165; Verweij, Pita/0000-0002-3577-2524; Schreckenberg, Kate/0000-0002-3666-3792",,Analysis of ecosystem services provision in the Colombian Amazon using participatory research and mapping techniques,,,,ECOSYSTEM SERVICES,,,13,,,,93,107,,10.1016/j.ecoser.2014.12.009,,,,Jun-15,2015,"Over the last two decades indigenous peoples in the lower Caqueta River basin in Colombia have experienced detrimental changes in the provision of important ecosystem services in ways that have significant implications for the maintenance of their traditional livelihoods. To assess these changes we conducted eight participatory mapping activities and convened 22 focus group discussions. We focused the analysis on two types of change: (1) changes in the location of ecosystem services provisioning areas and (2) changes in the stock of ecosystem services. The focal ecosystem services include services such as provision of food, raw materials and medicinal resources. Results from the study show that in the past two decades the demand for food and raw materials has intensified and, as a result, locations of provisioning areas and the stocks of ecosystem services have changed. We found anecdotal evidence that these changes correlate well with socio-economic factors such as greater need for income generation, change in livelihood practices and consumption patterns. We discuss the use of participatory mapping techniques in the context of marginalized and data-poor regions. We also show how this kind of information can strengthen existing ecosystem-based management strategies used by indigenous peoples in the Colombian Amazon, (C) 2014 The Authors. Published by Elsevier B.V.",,,,,49,52,2212-0416,,,WOS:000363666400010,
R,"Beichler, Simone Annerose",,,,,,,Exploring the link between supply and demand of cultural ecosystem services &#8211; towards an integrated vulnerability assessment,,,,Figshare,,,,,,,,,,http://dx.doi.org/10.6084/m9.figshare.1480971,,,,1/12/16,2015,"Vulnerability studies need to consider changes in the ecological and the social system as well as their interactions. Yet, the link between ecosystem services and the wellbeing of different social groups represents a deficit in research. The presented case study attempts to create a deepened understanding of the social&#8211;ecological system as a basis for vulnerability assessment. For this purpose, participatory mapping of cultural ecosystem services (CES) and perceived vulnerability in the urban region of Rostock (Germany) were conducted. A comprehensive approach was developed including the spatial distribution of CES in the urban region, the interrelations between the supply and demand of CES (considering different social factors and the spatial link), as well as an exemplary vulnerability assessment. The case study showed that an application of the participatory mapping approach is valuable in a wide urban region. The evaluation of the link between population wellbeing and CES suggested no differences according to social factors. Concerning the spatial link, different critical distances for individual CES were found. An integrated map of supply and demand was developed showing the supply of districts with CES area, number, and diversity. The final exemplary vulnerability assessment visualized potential changes in CES supply areas and affected districts in the urban region.",,,,,0,0,,,,DRCI:DATA2016186008219178,
J,"Davies, Kathryn K.; Fisher, Karen T.; Dickson, Mark E.; Thrush, Simon F.; Le Heron, Richard",,,,,"Fisher, Karen/0000-0002-1774-4431; Thrush, Simon/0000-0002-4005-3882; Davies, Kathryn/0000-0002-8979-8295",,Improving ecosystem service frameworks to address wicked problems,,,,ECOLOGY AND SOCIETY,,,20,2,,,,,37,10.5751/ES-07581-200237,,,,2015,2015,"Complex problems often result from the multiple interactions between human activities and ecosystems. The interconnected nature of ecological and social systems should be considered if these ""wicked problems"" are to be addressed. Ecosystem service approaches provide an opportunity to link ecosystem function with social values, but in practice the essential role that social dynamics play in the delivery of outcomes remains largely unexplored. Social factors such as management regimes, power relationships, skills, and values, can dramatically affect the definition and delivery of ecosystem services. Input from a diverse group of stakeholders improves the capacity of ecosystem service approaches to address wicked problems by acknowledging diverse sets of values and accounting for conflicting world views. Participatory modeling can incorporate both social and ecological dynamics into decision making that involves stakeholders, but is itself a complex social undertaking that may not yield precise or predictable outcomes. We explore the efficacy of different types of participatory modeling in relation to the integration of social values into ecosystem services frameworks and the generation of four important elements of social capital needed to address wicked problems: enhancing social learning and capacity building; increasing transparency; mediating power; and building trust. Our findings indicate that mediated modeling, group mapping, and mental/conceptual modeling are likely to generate elements of social capital that can improve ecosystem service frameworks. Participatory simulation, system dynamic modeling, and Bayesian belief networks, if utilized in isolation, were found to have a low likelihood of generating the social capital needed to improve ecosystem services frameworks. Scenario planning, companion modeling, group model building, and participatory mapping all generate a moderate to high level of social capital elements that improve the capacity of ecosystem service frameworks to address wicked problems.",,,,,55,57,1708-3087,,,WOS:000357622800034,
J,"Hawthorne, T. L.; Elmore, V.; Strong, A.; Bennett-Martin, P.; Finnie, J.; Parkman, J.; Harris, T.; Singh, J.; Edwards, L.; Reed, J.",,,,,"Reed, Phillip/0000-0002-3762-2159; Hawthorne, Timothy/0000-0003-4565-3745",,"Mapping non-native invasive species and accessibility in an urban forest: A case study of participatory mapping and citizen science in Atlanta, Georgia",,,,APPLIED GEOGRAPHY,,,56,,,,187,198,,10.1016/j.apgeog.2014.10.005,,,,Jan-15,2015,"We present a participatory methodology for mapping and analyzing urban forests and greenspaces with a particular emphasis on identifying the location and intensity of non-native invasive plant species in a 180-acre nature preserve in Atlanta, Georgia, USA. The research uses smart phone and tablet data collection techniques with GPS to understand the extent and intensity of non-native invasive species distributions. Inverse Distance Weighted spatial interpolation techniques are used in GIS to analyze the data. Results are field validated and presented in a series of GIS maps. Chinese Privet covered 454,639 m(2) of the mapped area. The species was found in close proximity to many small streams and a major creek. English Ivy occupied the second largest amount of total ground cover, canvassing more than 244,452 m(2). The species was generally found near residential edges of the nature preserve. As a contribution to the Public Participation GIS literature, the methodology presented in this article has practical and methodological implications for GIS and urban researchers and practitioners interested in utilizing participatory methodologies for urban forest and greenspace management, restoration efforts, and non-native invasive species monitoring. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,35,36,0143-6228,1873-7730,,WOS:000349578700020,
J,"Forrester, John; Cook, Brian; Bracken, Louise; Cinderby, Steve; Donaldson, Andrew",,,,"Bracken, Louise/L-8198-2018; Cook, Brian/U-8657-2019","Bracken, Louise/0000-0002-1268-5516; Cook, Brian/0000-0002-5618-1395",,Combining participatory mapping with Q-methodology to map stakeholder perceptions of complex environmental problems,,,,APPLIED GEOGRAPHY,,,56,,,,199,208,,10.1016/j.apgeog.2014.11.019,,,,Jan-15,2015,"It is readily accepted that understanding socio-environmental challenges requires consideration of multiple stakeholder perspectives and knowledge claims. But a largely ignored question is 'how best to analyse those competing perspectives and claims?'. This paper explores the development of one GIS-based methodology - and reports on its application - to understand and map stakeholder knowledge. We find that combining Q-methodology with participatory mapping helps to overcome a significant problem in social engagement: representing the unclear connection between what people say or do and their underlying attitudes, values or beliefs. The paper is based on a reflexive engagement with flood management and natural adaptive capacity in the Scottish-English Borderlands. The paper confirms how such topics can benefit from an appreciation of the wide range of stakeholders' positions, as well as the underlying beliefs informing those positions. Most importantly, we provide an account of our methodology, offering a template for others interested in unpacking complex socio-environmental issues. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,34,34,0143-6228,1873-7730,,WOS:000349578700021,
J,"Raymond, Christopher M.; Kenter, Jasper O.; Plieninger, Tobias; Turner, Nancy J.; Alexander, Karen A.",,,,"Kenter, Jasper O./C-5407-2014; Alexander, Karen/O-7042-2017; Plieninger, Tobias/E-3861-2010; Raymond, Christopher/G-2712-2010; Raymond, Christopher/Y-3115-2019","Kenter, Jasper O./0000-0002-3612-086X; Alexander, Karen/0000-0001-8801-413X; Plieninger, Tobias/0000-0003-1478-2587; Raymond, Christopher/0000-0002-7165-885X; Raymond, Christopher/0000-0002-7165-885X",,Comparing instrumental and deliberative paradigms underpinning the assessment of social values for cultural ecosystem services,,,,ECOLOGICAL ECONOMICS,,,107,,,,145,156,,10.1016/j.ecolecon.2014.07.033,,,,Nov-14,2014,"Despite rapid advancements in the development of non-monetary techniques for the assessment of social values for ecosystem services, little research attention has been devoted to the evaluation of their underpinning paradigms. This study evaluates two contrasting paradigms for the assessment of social values in non-monetary terms: an instrumental paradigm involving an objective assessment of the distribution, type and/or intensity of values that individuals assign to the current state of ecosystems and a deliberative paradigm involving the exploration of desired end states through group discussion. We present and then justify through case examples two approaches for assessing social values for ecosystem services using the instrumental paradigm and two approaches using the deliberative paradigm. Each approach makes different assumptions about: the underlying rationale for values assessment; the process through which values are elicited; the type of representativeness sought, and; the degree of involvement of decision-makers. However, case examples demonstrate that the boundaries between instrumental and deliberative paradigms are often not concrete. To accommodate this fluidity, we offer a third, pragmatic paradigm that integrates some of the qualities of both. This paradigm has implications for engaging multiple community groups and decision-makers in the articulation and mapping of social values for cultural ecosystem services. (C) 2014 Elsevier B.V. All rights reserved.",,,,,103,108,0921-8009,1873-6106,,WOS:000345474800015,
J,"Ricaurte, Luisa Fernanda; Wantzen, Karl Matthias; Agudelo, Edwin; Betancourt, Bernardo; Jokela, Jukka",,,,"Wantzen, Karl/A-5954-2015","Wantzen, Karl/0000-0002-2192-1883; Jokela, Jukka/0000-0002-1731-727X",,Participatory rural appraisal of ecosystem services of wetlands in the Amazonian Piedmont of Colombia: elements for a sustainable management concept,,,,WETLANDS ECOLOGY AND MANAGEMENT,,,22,4,,,343,361,,10.1007/s11273-013-9333-3,,,,Aug-14,2014,"Considering the rapid changes in land use in tropical countries and the difficulties of law enforcement in remote areas, management of ecosystems benefits from the landscape approach. Within the landscape approach it is important to assess the different livelihoods of the local populations, as well as the vulnerability of the ecosystems that are supporting these livelihoods. Specifically for wetlands in rural tropical areas that face fast developing agro-industrial land use change, there is little information available on the attitude of stakeholders considering the ecosystems they manage. We used a combination of participatory rural appraisal and participatory mapping methods on rural wetlands in the Amazonian Piedmont region in Colombia, an area that has hardly ever been studied. We found that 77.7 % of the current livelihoods depend directly on the provisioning ecosystem services delivered by the wetlands, where fishing and hunting are the most important services that contribute to the household income. Ecotourism, which is emerging as a promising source of income, was also pointed as one key ecosystem service. However, our results revealed that the wetlands in our study area are very vulnerable (up to 41 % endangered). The main causes for wetland deterioration were cattle ranching, invasive grasses, deforestation, drainage, and burning. We conclude with a brief overview on the pros and cons of reconciling wetland conservation and human development in sensitive regions such as the Amazonian Piedmont in Colombia and other similar regions in the Tropics.",,,,,11,13,0923-4861,1572-9834,,WOS:000339379400001,
J,"van Berkel, Derek B.; Verburg, Peter H.",,,,"Verburg, Peter h./A-8469-2010; Verburg, Peter H/Z-1582-2019","Verburg, Peter h./0000-0002-6977-7104; Van Berkel, Derek/0000-0002-1001-783X",,Spatial quantification and valuation of cultural ecosystem services in an agricultural landscape,,,,ECOLOGICAL INDICATORS,,,37,,,,163,174,,10.1016/j.ecolind.2012.06.025,,,,Feb-14,2014,"While the spatial and economic quantification and valuation of ecosystem services is becoming increasingly recognised as a way to communicate the importance of ecosystem conservation, little attention has been given to cultural services of the landscape. Cultural services form an important part of tourism amenities in agricultural landscapes. In this study we present a methodology for quantifying cultural services. To gain understanding of the services valued by cultural service users, a survey was conducted with tourists in the municipality of Winterswijk. The survey collected data on landscape preferences for individual landscape features, and the structure and composition of the landscape as a whole. This was linked to respondent appreciation of the landscape functions of recreation, aesthetic beauty, cultural heritage, spirituality and inspiration. To give a monetary estimate of the value of these services a willingness to pay (WTP) exercise was conducted using photo manipulations depicting likely landscape changes. Increased residential infill, the removal of landscape elements for improved agricultural production and rewilding due to agricultural abandonment were simulated. Complementary to this estimate, a travel cost estimate of the value of landscape service was done based on respondents' travel time to reach the region. The monetary value of the cultural services is placed between (sic)86 (WTP) and (sic)23 (travel cost) per tourist/year. The achieved understanding of the spatial heterogeneity of service provision in the region, as well as, the monetary valuation of the assets delivered by the landscape can help in prioritizing areas, and landscape features and structure for maintenance/restoration, while demonstrating the importance of conserving cultural service delivery. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,181,183,1470-160X,1872-7034,,WOS:000329385300018,
J,"Esse, Carlos; Valdivia, Paulo; Encina-Montoya, Francisco; Aguayo, Carlos; Guerrero, Marcela; Figueroa, David",,,,,"ESSE, CARLOS/0000-0002-1783-535X; Encina Montoya, Francisco Ramon/0000-0002-8756-8736",,"A multi-criteria model for mapping ecosystem services in forested watersheds, southern Chile",,,,BOSQUE,,,35,3,,,289,299,,10.4067/S0717-92002014000300004,,,,2014,2014,"Ecosystem services provide many benefits to society. These services have been classified into four categories: provisioning services, regulating, cultural and support. One of the major gaps in mapping these services is related to the lack of a standardized methodology that integrates biophysical and perceptual variables derived from the vision of relevant actors in a territory. Multi-criteria spatial analysis (MCSA) is an appropriate methodological framework to integrate this type of information. The present study aims at proposing and applying a methodology of multi-criteria analyses based on GIS tools and homogeneous environmental units (HEU) for mapping ecosystem services in Quepe river basin. Results indicated that provision, regulation and cultural services were significantly associated with the HEU Bosque Nativo. Furthermore, the level of presence of these services was significantly lower in the HEU Plantacion and Tierras Agricolas. We conclude that the method has the advantage of providing ease and flexibility in data spatialization, while collecting perceptual values of a specific service in the sub-basin.",,,,,4,5,0717-9200,,,WOS:000346237800004,
J,"Brown, Greg",,,,"Brown, Greg/AAA-6138-2019","Brown, Greg/0000-0003-3283-4619",,The relationship between social values for ecosystem services and global land cover: An empirical analysis,,,,ECOSYSTEM SERVICES,,,5,,,,E58,E68,,10.1016/j.ecoser.2013.06.004,,,,Sep-13,2013,"Considerable effort has been directed into separate but related research foci the study of ecosystem services and participatory mapping methods. The two research foci intersect in the mapping of place-based values, an operational form of social values for ecosystem services that uses public participation GIS (PPGIS) methods. The social valuation of ecosystem services through participatory mapping offers an alternative valuation approach to economic valuation of ecosystem services. This study analyzes the spatial associations between global land cover which provides a proxy indicator of ecosystem services, and place-based values from 11 PPGIS studies completed in the U.S., Australia, and New Zealand that comprise a diverse set of temperate ecoregions. Key findings include: the highest frequencies of social values for ecosystem services were associated with forested land cover; water bodies were highly valuable relative to area occupied; and agricultural land and areas of permanent snow and ice were least valuable. Most land cover classes demonstrated high diversity of social values. The importance of different land cover types varies based on the selected evaluation criteria. Additional research is needed to determine whether economic and social valuation approaches provide complementary, contradictory, or redundant measures of the importance of landscapes for providing ecosystem services. (C) 2013 Elsevier B.V. All rights reserved.",,,,,70,75,2212-0416,,,WOS:000209520800007,
